id,current_age,retirement_age,birth_year,birth_month,gender,address,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
1460,24,65,1995,7,Female,"109 Nelson Mandela Drive, Durban",545184,1111680,2948832,590,2
59,85,69,1934,8,Female,"669 Jan Smuts Avenue, Cape Town",299772,451188,7632,695,7
1908,78,66,1942,2,Female,"923 Queen Street, Bloemfontein",446418,800442,229986,733,5
1436,21,55,1998,8,Female,"956 Johannesburg Road, Johannesburg",395856,807156,975402,500,4
1230,18,50,2002,1,Male,"180 Queen Street, Pietermaritzburg",257490,525042,670140,754,1
324,21,68,1998,7,Female,"924 Van der Merwe Avenue, East London",771300,1572696,729846,792,3
992,46,70,1973,4,Male,"642 Van der Merwe Avenue, Pretoria",484524,987858,64512,700,4
198,49,73,1970,3,Female,"405 Church Street, Johannesburg",278046,566946,554490,702,3
1017,24,69,1995,7,Male,"632 Church Street, Pretoria",253368,516654,1698552,560,1
1813,35,66,1984,4,Female,"218 Van der Merwe Avenue, Pietermaritzburg",497466,1014300,2162250,808,4
1989,31,66,1988,12,Male,"684 Van der Merwe Avenue, Johannesburg",599310,1221948,128466,803,4
1148,54,70,1965,4,Male,"104 Pretoria Street, Gqeberha",324126,660798,854820,687,4
872,61,66,1959,1,Female,"618 Nelson Mandela Drive, East London",278118,567090,1075140,655,4
458,46,62,1973,11,Male,"382 Pretoria Street, East London",433152,883224,2230866,530,2
920,41,68,1978,11,Female,"648 King George Street, Durban",253404,516672,1870038,700,2
1598,82,61,1937,6,Male,"38 Jan Smuts Avenue, Durban",225144,470268,21834,697,5
1876,50,70,1969,7,Male,"72 Swart Street, Pietermaritzburg",393642,802566,308664,775,6
412,25,65,1994,10,Male,"596 Main Road, Cape Town",413352,842796,0,810,4
190,40,67,1979,4,Male,"374 Market Street, Gqeberha",392418,800136,223362,711,5
163,37,73,1983,2,Male,"374 Queen Street, Johannesburg",292266,595944,792792,829,2
567,25,69,1994,6,Male,"438 Nelson Mandela Drive, Gqeberha",296010,603612,1370988,761,3
503,47,61,1973,2,Female,"785 King George Street, Pretoria",260946,532152,977022,694,2
469,67,67,1952,3,Female,"258 Queen Street, East London",480150,845010,321030,682,4
1851,48,72,1972,1,Male,"674 Nelson Mandela Drive, Pietermaritzburg",668178,1362276,668934,727,5
1523,61,73,1958,10,Female,"978 Victoria Road, Johannesburg",350154,713898,1345320,850,4
35,20,64,1999,6,Male,"162 Main Road, Johannesburg",428130,872910,1757340,773,3
317,67,65,1952,3,Female,"526 Main Road, Gqeberha",277848,345582,271638,715,3
1195,75,68,1944,7,Male,"145 Church Street, Gqeberha",423954,732528,282438,801,6
1238,31,72,1988,7,Female,"903 Queen Street, Cape Town",853344,1739898,1321218,721,2
432,55,64,1964,11,Female,"508 Swart Street, East London",234324,477828,577566,686,5
1082,34,67,1985,10,Female,"841 Victoria Road, Cape Town",299574,610812,773010,622,3
120,50,71,1969,9,Female,"327 Queen Street, Bloemfontein",538632,1098144,0,781,4
1289,33,64,1986,11,Male,"766 Market Street, Cape Town",377910,770544,2106198,758,1
1502,21,67,1999,2,Male,"269 Jan Smuts Avenue, Durban",795528,1621872,1533672,787,2
1497,55,64,1964,12,Female,"819 Johannesburg Road, Johannesburg",313830,639954,1369386,623,1
1047,26,67,1994,2,Male,"161 Queen Street, Johannesburg",472842,963972,2157336,689,2
0,33,69,1986,3,Male,"884 Jan Smuts Avenue, Bloemfontein",526266,1073034,651582,763,4
351,91,70,1928,9,Female,"493 Cape Road, Cape Town",248580,308700,6750,807,6
1797,67,65,1952,11,Male,"311 Nelson Mandela Drive, Durban",449478,557316,276048,743,5
1386,59,62,1960,6,Male,"308 Swart Street, Cape Town",334800,682686,1427382,712,1
1122,33,66,1986,11,Female,"981 Van der Merwe Avenue, East London",615384,1254708,1747260,785,2
255,18,57,2001,8,Female,"825 Voortrekker Road, Durban",381852,778554,1013814,718,1
765,18,68,2002,2,Male,"746 Market Street, Cape Town",318726,649818,835650,778,2
703,53,66,1966,11,Female,"522 Van der Merwe Avenue, Pretoria",356364,726534,2000016,711,4
1919,83,59,1936,11,Male,"373 Van der Merwe Avenue, Pretoria",681228,1448874,36486,610,5
791,78,57,1941,11,Female,"714 Pretoria Street, Pietermaritzburg",408276,706734,436428,645,4
199,67,67,1952,4,Female,"903 Jan Smuts Avenue, Gqeberha",586440,1409922,722898,720,3
282,42,66,1977,5,Male,"441 Durban Road, Gqeberha",225846,460530,1076886,702,4
908,62,70,1957,8,Male,"56 Durban Road, Pietermaritzburg",408330,832608,1921554,650,3
880,28,65,1991,3,Male,"38 Van der Merwe Avenue, Durban",347418,708372,480600,685,2
770,35,66,1984,8,Male,"136 Pretoria Street, Pretoria",536274,1093428,1586970,706,4
1169,51,68,1968,11,Female,"350 Queen Street, Durban",546444,1114218,533286,726,7
522,26,65,1994,2,Female,"440 Pretoria Street, Bloemfontein",383634,782172,1427310,774,2
1736,43,67,1977,1,Male,"901 Market Street, Bloemfontein",404208,824202,1692252,695,4
506,56,68,1964,1,Male,"734 Cape Road, Durban",466488,951138,653184,733,5
131,23,75,1996,10,Female,"89 Market Street, East London",332892,678906,1086606,688,3
76,22,63,1997,8,Female,"13 Cape Road, Durban",455634,929034,1127430,649,2
249,42,69,1977,9,Female,"663 Pretoria Street, Durban",263376,537030,840636,618,7
1279,78,65,1941,7,Male,"372 Durban Road, Gqeberha",616662,1117854,603810,509,4
1652,51,65,1969,2,Female,"714 Swart Street, East London",377388,769482,962478,728,4
739,38,64,1981,7,Female,"653 Victoria Road, East London",610650,1245078,1845666,622,1
1475,98,60,1921,11,Female,"423 Durban Road, Durban",410004,761508,8496,725,5
1251,29,67,1990,10,Female,"264 Victoria Road, East London",372114,758700,713934,750,3
1119,23,63,1996,11,Female,"889 Nelson Mandela Drive, Pietermaritzburg",420120,856602,2052360,763,4
592,68,65,1952,2,Male,"46 Jan Smuts Avenue, Johannesburg",245412,431874,46314,714,5
692,52,65,1967,8,Female,"445 Van der Merwe Avenue, Bloemfontein",376956,768618,966528,701,4
1065,41,69,1978,8,Female,"153 Cape Road, Pietermaritzburg",497196,1013760,1523052,792,3
1764,59,68,1960,6,Male,"365 Queen Street, Cape Town",278496,567900,481284,710,3
1830,56,75,1963,9,Male,"517 Pretoria Street, Cape Town",286182,583524,1521126,758,4
157,47,65,1972,10,Male,"761 Nelson Mandela Drive, Bloemfontein",289962,591246,58140,785,3
676,40,65,1980,2,Male,"600 Cape Road, Gqeberha",574290,1170954,1504278,775,2
1481,72,65,1947,6,Male,"430 Johannesburg Road, Gqeberha",0,43596,14580,632,2
1902,36,68,1984,2,Female,"697 Johannesburg Road, Pretoria",287100,585396,508680,769,2
123,43,66,1976,9,Female,"825 Durban Road, East London",320598,653670,0,824,3
1995,64,62,1955,7,Female,"258 King George Street, Gqeberha",376974,705708,165942,605,4
1688,27,66,1992,7,Female,"658 Van der Merwe Avenue, East London",297018,605538,732528,743,1
1895,56,65,1963,3,Female,"116 Main Road, Johannesburg",360612,735264,2638944,706,2
1891,47,66,1973,2,Female,"921 Queen Street, Durban",301194,614016,717156,725,4
453,26,67,1994,2,Female,"450 Pretoria Street, Pietermaritzburg",1136862,2317950,4185108,655,1
341,50,66,1969,10,Male,"28 Swart Street, Bloemfontein",918576,1872810,0,734,3
1571,58,66,1961,6,Female,"378 King George Street, Durban",452988,923688,0,759,6
1615,66,59,1954,1,Female,"332 Jan Smuts Avenue, Cape Town",442098,876420,652716,701,6
1647,18,65,2002,2,Female,"695 Main Road, Pietermaritzburg",311778,635598,806094,684,5
680,42,63,1977,8,Female,"384 Church Street, Durban",241452,492372,760068,799,1
52,56,66,1963,4,Female,"410 Jan Smuts Avenue, Cape Town",563184,1148328,1479114,730,3
1387,28,65,1991,5,Male,"550 Market Street, Cape Town",584730,1192266,2640240,785,1
1034,58,66,1961,7,Female,"641 Voortrekker Road, East London",490572,1000242,1371258,698,6
677,40,65,1979,5,Male,"495 Main Road, Pretoria",593496,1210068,2307132,729,3
440,43,50,1976,11,Female,"515 Queen Street, Pretoria",937188,1910862,2605914,703,5
338,68,72,1951,8,Female,"730 Victoria Road, Gqeberha",443718,904644,0,686,3
1120,44,69,1975,5,Female,"456 Johannesburg Road, Cape Town",485388,989658,2190618,737,1
1127,59,70,1960,8,Male,"374 Swart Street, Pietermaritzburg",314190,640620,1666854,720,4
1662,41,67,1978,5,Male,"117 Market Street, Bloemfontein",441162,899406,1054476,712,4
1462,30,63,1989,7,Female,"58 Main Road, Durban",332028,676980,1168794,586,1
1848,31,66,1988,11,Female,"554 Van der Merwe Avenue, Johannesburg",446706,910782,1507176,791,2
1444,64,67,1955,10,Male,"912 Voortrekker Road, Pretoria",590490,1203930,2604654,698,7
45,61,67,1959,1,Female,"777 Swart Street, Cape Town",563058,1148058,2012544,654,1
1102,49,65,1970,7,Female,"15 Pretoria Street, Gqeberha",836298,1705194,0,707,5
1636,49,66,1970,5,Male,"291 King George Street, East London",217152,442764,414342,695,4
502,46,66,1974,1,Male,"542 Cape Road, East London",321660,655920,550332,745,2
1630,24,65,1996,1,Male,"942 Jan Smuts Avenue, Bloemfontein",279810,570474,1767708,719,1
266,19,65,2000,3,Female,"352 Van der Merwe Avenue, Bloemfontein",242730,494892,469746,724,1
5,65,65,1955,2,Male,"196 Jan Smuts Avenue, Johannesburg",343710,371052,252756,711,2
1712,82,65,1938,1,Female,"813 Jan Smuts Avenue, Johannesburg",500652,1205982,56520,730,5
1360,41,61,1978,4,Male,"432 Church Street, East London",343188,699732,1160532,672,3
1013,25,69,1995,1,Female,"117 Swart Street, Durban",423900,864306,1719882,711,1
993,47,64,1972,8,Female,"46 Church Street, Pietermaritzburg",395388,806202,1706202,638,1
642,35,62,1984,5,Female,"857 Cape Road, East London",301428,614574,897102,648,4
1871,83,65,1936,7,Male,"496 Swart Street, Pretoria",276930,298998,32346,696,5
1721,36,68,1983,3,Female,"104 Swart Street, Pietermaritzburg",339840,692928,1164384,642,2
868,78,64,1941,11,Male,"87 Swart Street, Gqeberha",288288,558828,205848,706,6
1517,37,71,1982,3,Male,"823 Van der Merwe Avenue, Bloemfontein",1090674,2223720,4255074,764,4
364,65,65,1954,5,Female,"45 Cape Road, East London",328914,716562,0,775,4
686,64,65,1956,1,Male,"132 Durban Road, Durban",305244,622368,1459566,683,1
696,74,67,1945,7,Female,"293 Swart Street, East London",822330,1990260,102600,766,8
962,28,69,1992,1,Male,"333 Nelson Mandela Drive, Durban",302418,616716,1089108,846,2
1407,40,71,1979,12,Male,"451 Queen Street, Durban",357318,728514,988182,689,4
1015,33,67,1986,4,Female,"81 Market Street, Bloemfontein",854154,1741392,2306196,838,5
1456,48,70,1971,8,Male,"453 Queen Street, Pretoria",275688,562158,728982,681,3
1861,57,65,1962,5,Female,"352 Market Street, East London",586440,1195686,1859220,779,5
161,31,70,1988,11,Male,"896 Church Street, Cape Town",207216,422442,413568,731,3
263,30,69,1989,11,Male,"33 Durban Road, Johannesburg",234108,477342,1151622,663,3
1389,40,64,1979,8,Female,"869 Queen Street, Cape Town",307206,626382,1309482,793,2
1707,28,70,1991,12,Female,"19 Market Street, Gqeberha",310680,633492,1008108,620,1
1374,28,66,1991,7,Female,"674 Queen Street, Durban",350334,714222,1687896,758,2
1855,67,66,1952,3,Male,"231 Main Road, Durban",452070,563166,465192,728,4
867,26,71,1993,9,Male,"241 King George Street, Bloemfontein",342576,698490,980388,614,2
274,43,67,1976,4,Female,"707 Market Street, Gqeberha",430920,878580,0,799,3
1552,62,67,1957,6,Male,"832 Van der Merwe Avenue, Pretoria",401220,818100,1533924,686,3
635,25,64,1994,7,Female,"899 Church Street, Gqeberha",301860,615618,772110,731,1
1526,53,64,1966,3,Female,"726 Van der Merwe Avenue, East London",301356,614466,1448406,671,4
319,67,67,1952,12,Male,"261 Nelson Mandela Drive, East London",318294,510426,187200,628,2
740,30,62,1989,8,Female,"812 Church Street, East London",285516,582174,713808,683,3
965,18,68,2002,1,Female,"578 Durban Road, East London",372060,758556,2103426,713,2
1421,30,65,1989,7,Male,"190 Cape Road, Durban",291186,593730,589752,740,2
1538,82,62,1937,8,Male,"659 Jan Smuts Avenue, Pietermaritzburg",296892,424296,3888,590,2
1101,25,70,1994,12,Female,"108 Cape Road, Bloemfontein",254790,519516,376992,751,2
92,76,68,1943,10,Female,"413 Swart Street, Durban",379602,560610,92376,689,4
125,64,70,1956,2,Female,"580 Johannesburg Road, Pretoria",234270,477630,1684656,724,5
449,58,70,1962,2,Female,"688 Van der Merwe Avenue, East London",351306,716328,170136,729,5
1173,71,67,1948,3,Male,"873 Market Street, Johannesburg",459036,930654,96678,722,7
1810,66,66,1953,12,Male,"289 Swart Street, Gqeberha",339822,561150,105228,711,5
1843,89,73,1930,11,Male,"18 Market Street, Pietermaritzburg",297054,697698,1242,760,7
1578,86,62,1933,11,Male,"788 Church Street, Gqeberha",348876,599238,12510,714,2
658,40,64,1980,2,Female,"404 King George Street, Gqeberha",464616,947340,1234062,725,4
1858,73,64,1946,12,Male,"353 Voortrekker Road, Cape Town",257706,476658,187056,705,1
1663,24,59,1995,7,Male,"616 Queen Street, Gqeberha",0,42660,79146,581,1
1503,59,67,1960,3,Male,"499 Johannesburg Road, Durban",379836,774378,1548252,725,4
725,18,68,2002,1,Male,"997 Pretoria Street, Pietermaritzburg",392562,800388,55728,709,2
1671,50,57,1969,3,Male,"663 Jan Smuts Avenue, East London",378594,771948,1088532,604,1
1233,35,67,1984,5,Male,"216 Jan Smuts Avenue, Johannesburg",334080,681174,720054,697,3
1271,34,66,1985,10,Male,"581 Johannesburg Road, Johannesburg",427284,871164,2501964,642,3
473,33,66,1986,10,Female,"7 Swart Street, Gqeberha",248760,507258,682722,682,2
1541,48,65,1971,10,Female,"820 Johannesburg Road, Johannesburg",330354,673596,2288088,681,5
149,24,54,1995,3,Female,"334 Cape Road, Cape Town",805446,1642266,4169142,594,1
560,59,65,1960,4,Male,"176 Voortrekker Road, Pietermaritzburg",387630,790434,1510992,676,4
1006,37,68,1982,4,Male,"815 Jan Smuts Avenue, Pretoria",393318,801900,2111436,761,3
368,75,73,1945,2,Male,"792 Voortrekker Road, Cape Town",362178,770508,367776,726,6
1696,63,65,1956,12,Female,"89 Cape Road, Pretoria",474102,966636,1532880,606,1
416,86,65,1933,8,Female,"189 Main Road, Cape Town",360540,688914,29844,765,6
51,29,67,1991,2,Female,"843 Pretoria Street, Johannesburg",452988,923454,1912464,688,3
196,44,64,1975,5,Female,"332 Van der Merwe Avenue, Durban",315810,643950,1210734,773,1
690,71,64,1948,3,Female,"442 Market Street, Gqeberha",558432,1209348,534276,692,1
1477,47,67,1972,7,Male,"596 Johannesburg Road, Bloemfontein",412812,841734,1171908,696,3
260,62,70,1958,2,Male,"528 Nelson Mandela Drive, Pietermaritzburg",256950,523980,423072,699,3
857,90,62,1929,10,Male,"741 Johannesburg Road, Pietermaritzburg",318330,752958,19800,615,1
1167,42,65,1978,1,Female,"221 Church Street, East London",433602,884106,762840,769,3
1358,69,70,1950,4,Female,"599 Victoria Road, Pretoria",608544,1240740,1307142,768,4
1611,68,58,1952,1,Female,"99 Church Street, Gqeberha",250326,366012,171792,684,2
734,43,61,1976,7,Female,"473 Church Street, Pietermaritzburg",219960,448506,649818,693,2
1507,39,67,1980,12,Female,"397 King George Street, Cape Town",391482,798192,1490796,744,3
504,38,68,1982,1,Female,"957 Swart Street, Pietermaritzburg",302850,617598,1111968,705,2
524,57,62,1962,3,Male,"556 Durban Road, Durban",311076,634302,778860,726,1
525,55,66,1964,4,Male,"414 Market Street, Bloemfontein",328014,668646,0,703,3
250,50,64,1970,2,Female,"786 Pretoria Street, Gqeberha",306054,624078,1001574,786,6
479,57,69,1962,10,Male,"380 Van der Merwe Avenue, Pietermaritzburg",540072,1101114,1285596,692,3
343,55,72,1964,9,Female,"207 Nelson Mandela Drive, East London",420624,857574,822708,764,8
1196,60,61,1959,6,Female,"26 Main Road, Gqeberha",308034,628110,1019196,820,4
1530,64,68,1956,2,Female,"37 Market Street, East London",0,32130,52056,732,3
1963,98,69,1921,11,Male,"185 Van der Merwe Avenue, Bloemfontein",470466,609642,6660,821,7
764,77,68,1943,1,Female,"69 Queen Street, Bloemfontein",375030,559188,376236,712,4
213,37,68,1982,5,Female,"321 Swart Street, Johannesburg",487026,993096,1742022,629,3
410,54,60,1966,2,Female,"372 Victoria Road, Pretoria",414522,845208,1698120,610,2
1685,53,61,1966,7,Male,"177 Queen Street, Johannesburg",653400,1332216,1676142,681,2
225,32,68,1987,3,Male,"15 Nelson Mandela Drive, Pietermaritzburg",360990,735966,913212,688,4
1210,32,65,1987,11,Male,"691 Durban Road, Pretoria",304830,621558,1082808,703,4
1336,18,67,2001,7,Female,"609 Church Street, Durban",476658,971910,2786400,673,1
576,68,64,1951,6,Female,"4 Van der Merwe Avenue, Pretoria",553446,1143036,433800,638,7
1677,51,67,1969,2,Male,"850 Queen Street, Durban",292896,597204,1662588,671,2
1969,84,65,1935,4,Male,"523 Victoria Road, Cape Town",532494,804420,40482,733,5
1431,56,61,1963,3,Female,"299 Queen Street, Durban",347886,709362,937368,599,1
558,19,63,2000,5,Male,"319 Victoria Road, Bloemfontein",292014,595440,991188,692,3
1482,54,64,1965,8,Male,"725 Jan Smuts Avenue, Pietermaritzburg",787050,1604736,2916216,675,1
1295,70,70,1950,2,Female,"208 Victoria Road, Durban",314532,499896,259344,788,4
1468,66,65,1954,1,Male,"409 Queen Street, Cape Town",471384,794466,403056,626,2
538,66,69,1954,2,Female,"994 Durban Road, Pietermaritzburg",267192,544770,662202,814,4
748,55,69,1965,1,Male,"249 Swart Street, Cape Town",331416,675612,1797120,706,3
1068,21,67,1998,11,Male,"449 Johannesburg Road, Bloemfontein",285552,582210,1099188,730,3
41,38,70,1981,3,Male,"328 Cape Road, Johannesburg",239976,489294,1049814,637,1
807,52,71,1967,8,Female,"609 Swart Street, Bloemfontein",339786,692766,895050,691,3
1430,69,69,1950,4,Female,"366 Pretoria Street, Gqeberha",481752,605556,375732,593,5
1873,51,67,1968,12,Female,"995 Voortrekker Road, Gqeberha",302814,617436,1528830,651,3
204,31,67,1988,9,Female,"715 Pretoria Street, Gqeberha",377424,769572,1083096,656,1
424,24,69,1995,4,Female,"939 Voortrekker Road, Bloemfontein",450666,918810,2301552,772,2
980,84,69,1935,8,Male,"348 Church Street, Cape Town",371538,432990,0,733,7
1415,28,68,1991,12,Male,"229 Church Street, Durban",397458,810378,1396062,689,1
600,18,55,2001,5,Male,"833 Johannesburg Road, Pietermaritzburg",413838,843804,1082178,578,1
652,82,66,1937,9,Female,"591 Durban Road, Cape Town",361170,409068,30456,784,6
1129,49,65,1970,4,Male,"146 Voortrekker Road, Gqeberha",304092,620082,657720,686,3
885,36,66,1983,12,Male,"691 Durban Road, Durban",250110,510012,0,700,3
1899,31,67,1988,8,Female,"898 Johannesburg Road, Gqeberha",504666,1028988,2011590,737,2
1369,59,67,1961,1,Female,"431 Nelson Mandela Drive, Cape Town",316530,645372,883818,850,2
1057,39,71,1980,7,Female,"138 Queen Street, Pietermaritzburg",396900,809244,1647882,787,1
1302,62,72,1958,2,Female,"832 Voortrekker Road, Pietermaritzburg",255924,521784,240318,694,4
415,53,65,1966,5,Male,"758 Victoria Road, Johannesburg",297792,607122,0,763,4
83,31,69,1988,5,Male,"319 Church Street, Pretoria",524826,1070190,1732032,557,1
1093,18,70,2002,2,Male,"258 Voortrekker Road, Gqeberha",419688,855774,2235186,667,1
28,39,65,1980,4,Female,"476 Durban Road, Gqeberha",479124,976914,1984266,789,4
33,77,71,1942,6,Female,"270 King George Street, Cape Town",328302,696456,160236,596,5
1646,54,69,1965,11,Male,"414 Jan Smuts Avenue, Pretoria",263934,538164,354942,714,5
1847,22,60,1998,1,Female,"23 Main Road, Gqeberha",277524,565974,950868,676,1
1152,43,65,1977,2,Male,"299 Pretoria Street, Pretoria",313704,639684,1288638,747,1
134,43,67,1976,12,Male,"136 Queen Street, Bloemfontein",442944,903132,2615400,643,4
188,24,57,1995,6,Male,"579 Church Street, East London",771912,1573848,2435292,845,2
220,33,67,1986,11,Female,"836 King George Street, Durban",546030,1113228,225450,722,4
1343,22,62,1997,7,Female,"523 Durban Road, Johannesburg",215118,438642,673866,575,4
1930,26,68,1993,10,Male,"415 Voortrekker Road, Cape Town",392580,800460,1195434,721,3
1260,28,65,1991,12,Male,"118 Voortrekker Road, Gqeberha",377910,770508,885492,712,3
96,69,66,1950,12,Female,"236 Jan Smuts Avenue, Pietermaritzburg",701064,1796850,78192,685,4
1166,44,66,1975,5,Female,"119 Nelson Mandela Drive, Pietermaritzburg",352242,718164,785340,682,3
1533,39,70,1980,12,Female,"471 Victoria Road, Gqeberha",436194,889416,762804,830,3
88,22,68,1997,8,Male,"717 Johannesburg Road, Gqeberha",294282,600066,1290222,712,1
1451,58,57,1961,4,Female,"643 Main Road, Johannesburg",377622,307404,454410,719,4
57,28,66,1992,2,Female,"140 Nelson Mandela Drive, Johannesburg",386892,788868,1528830,823,1
1335,51,66,1968,10,Female,"62 Voortrekker Road, Pretoria",863838,1761210,4595184,836,4
816,56,65,1964,2,Male,"522 Market Street, Gqeberha",320310,653130,1210392,759,5
1081,31,60,1988,9,Female,"529 Voortrekker Road, Pretoria",447282,911988,1841724,617,3
1385,51,68,1968,7,Female,"293 Swart Street, Durban",726552,1481364,3281418,789,6
1125,25,71,1994,8,Male,"178 Van der Merwe Avenue, Cape Town",573102,1168506,1849446,689,4
1952,26,54,1993,7,Female,"812 Van der Merwe Avenue, Pietermaritzburg",325800,664362,1851642,821,1
1870,24,70,1995,6,Male,"458 Church Street, Bloemfontein",627264,1278972,1918710,767,2
1345,83,66,1936,9,Female,"812 Victoria Road, East London",444654,299160,20520,804,8
1695,45,66,1974,12,Female,"799 Durban Road, East London",503514,1026486,392364,709,4
1906,18,71,2001,10,Male,"870 Van der Merwe Avenue, East London",255582,521100,1103346,609,1
1985,50,69,1969,3,Female,"409 Van der Merwe Avenue, Johannesburg",0,25668,56772,680,3
1604,55,72,1964,11,Male,"573 Queen Street, Pietermaritzburg",276372,563544,1076706,742,7
1933,26,64,1993,5,Male,"37 Victoria Road, Johannesburg",261828,533844,823500,589,2
649,48,65,1971,9,Male,"387 Jan Smuts Avenue, Pietermaritzburg",409716,835344,0,847,7
1486,39,63,1980,4,Female,"361 Pretoria Street, Bloemfontein",205758,419526,559152,789,1
1744,31,69,1988,3,Female,"231 Nelson Mandela Drive, Gqeberha",259830,529794,1102680,693,3
1272,27,69,1992,6,Male,"605 Market Street, Bloemfontein",540450,1101996,2565738,779,1
400,46,68,1973,5,Female,"232 Johannesburg Road, Cape Town",351144,715860,1310886,711,4
1994,48,66,1971,9,Female,"525 Main Road, East London",690210,1407240,1849662,740,3
572,29,67,1991,1,Male,"727 Main Road, East London",417744,851706,763794,680,2
1442,41,58,1979,1,Male,"736 Pretoria Street, Cape Town",268650,547776,1833246,624,1
1853,39,70,1980,5,Male,"788 Voortrekker Road, Johannesburg",328068,668970,0,771,3
556,46,66,1973,12,Male,"696 Durban Road, Pretoria",321408,655290,572670,715,2
1960,30,61,1989,12,Male,"241 Main Road, Cape Town",423000,862488,1252206,612,1
321,52,67,1967,5,Male,"177 King George Street, Johannesburg",354690,723186,846216,698,4
483,49,68,1971,2,Female,"66 Nelson Mandela Drive, Johannesburg",352872,719442,1232208,713,3
404,44,61,1975,9,Male,"269 Voortrekker Road, Cape Town",395622,806688,1134774,625,1
1510,32,59,1988,1,Male,"908 Main Road, Gqeberha",447210,911844,1310508,764,2
916,21,68,1998,8,Male,"789 Jan Smuts Avenue, East London",364248,742680,1450332,682,2
1635,54,58,1965,3,Male,"613 Victoria Road, Bloemfontein",373680,761976,1353834,616,6
1384,74,67,1946,1,Female,"490 Cape Road, Pietermaritzburg",405810,414198,549180,721,3
943,64,61,1955,4,Male,"192 Victoria Road, Johannesburg",710910,1571706,755964,773,1
1236,72,65,1947,9,Female,"517 Cape Road, Bloemfontein",263610,454374,324108,730,6
969,24,70,1996,2,Female,"839 Victoria Road, Gqeberha",519912,1060074,2046870,666,3
508,24,69,1995,7,Male,"565 Swart Street, Pretoria",567846,1157742,0,757,3
496,47,63,1972,8,Male,"866 Nelson Mandela Drive, Gqeberha",320580,653742,805266,730,4
450,39,66,1980,9,Male,"249 Swart Street, East London",381348,777456,603306,739,3
1753,46,58,1974,2,Male,"74 Main Road, Johannesburg",401472,818568,1217448,506,1
304,31,68,1988,8,Male,"561 Victoria Road, Cape Town",364590,743346,624654,685,2
839,45,63,1975,1,Female,"606 Durban Road, Johannesburg",480132,978912,1254906,622,3
138,43,68,1977,2,Female,"503 Van der Merwe Avenue, Bloemfontein",289278,589860,1858716,641,4
43,26,66,1993,8,Female,"491 King George Street, Durban",539496,1099872,1430748,721,4
1187,55,67,1964,9,Male,"275 Queen Street, Pretoria",417888,852012,1579950,701,3
849,67,69,1952,7,Female,"598 Church Street, Gqeberha",386946,788904,1084158,711,3
654,47,69,1972,7,Female,"133 Jan Smuts Avenue, Bloemfontein",299124,609894,911088,524,1
1898,44,72,1975,9,Male,"385 Church Street, Gqeberha",450162,917874,1364094,675,5
1971,48,66,1971,9,Male,"730 Johannesburg Road, Pretoria",368046,750420,1257642,763,2
1020,29,66,1991,1,Female,"247 Pretoria Street, Pietermaritzburg",477810,974196,3004254,796,4
22,56,66,1963,3,Male,"81 Jan Smuts Avenue, Cape Town",476406,971388,2438604,747,1
436,20,65,2000,1,Female,"626 Main Road, Durban",472914,964242,1431720,623,1
1823,67,70,1952,5,Male,"762 Victoria Road, Bloemfontein",577008,1176516,499410,743,6
589,58,72,1961,11,Male,"786 Jan Smuts Avenue, Gqeberha",238662,486630,1044900,595,2
49,38,74,1981,6,Male,"313 Nelson Mandela Drive, Gqeberha",341316,695934,1062954,686,3
1350,22,65,1998,2,Female,"398 Van der Merwe Avenue, Bloemfontein",394920,805320,1870128,651,1
1525,43,70,1976,9,Female,"471 Queen Street, Durban",344268,701892,0,728,4
69,54,67,1965,10,Female,"625 Nelson Mandela Drive, Pietermaritzburg",338292,689724,1679112,748,6
234,42,73,1977,11,Female,"736 Nelson Mandela Drive, Johannesburg",332136,677214,16614,726,6
608,32,65,1987,10,Male,"200 Nelson Mandela Drive, Durban",0,42570,0,769,3
1064,50,65,1969,12,Female,"181 Queen Street, Johannesburg",427536,871704,1306188,654,1
374,58,66,1961,11,Male,"569 Van der Merwe Avenue, East London",275220,561186,339462,689,5
286,38,69,1981,10,Male,"675 Van der Merwe Avenue, Durban",337428,688014,553608,725,4
1419,53,64,1966,9,Female,"118 Van der Merwe Avenue, Pietermaritzburg",542826,1106820,2091240,647,1
1435,41,78,1978,10,Female,"174 Queen Street, Pietermaritzburg",812376,1656306,2839014,703,3
1683,43,69,1976,12,Male,"119 Main Road, Pretoria",221634,451962,1656,850,3
727,44,68,1975,5,Male,"756 Market Street, Johannesburg",357732,729396,1468296,801,5
1150,46,67,1973,4,Male,"817 Main Road, Gqeberha",556434,1134540,1681308,791,5
332,61,65,1958,7,Male,"260 King George Street, Durban",329832,672516,388800,703,4
487,52,68,1967,7,Male,"634 Jan Smuts Avenue, Johannesburg",486090,991062,2924316,735,3
735,49,67,1970,12,Female,"732 Market Street, Pretoria",598068,1219374,1208376,752,3
137,33,65,1986,7,Female,"484 Nelson Mandela Drive, Pietermaritzburg",362556,739242,1153314,644,3
570,34,65,1985,9,Male,"613 Swart Street, Pietermaritzburg",284652,580410,775746,625,1
1121,44,68,1975,6,Female,"658 Durban Road, East London",744840,1518570,2043522,796,5
860,55,65,1965,2,Male,"958 Pretoria Street, Pietermaritzburg",554292,1130238,3477870,692,4
